t8,7.142,7.127,7.133,7.146,7.116,
t9,389.252,384.729,384.589,384.899,384.948,
t10,15955.989,15944.577,15949.323,16013.704,15988.940,
t11,93559.480,93529.278,93486.815,93809.622,93561.583,
