t8,4.753,4.533,4.587,4.612,4.427,
t9,249.269,236.392,239.560,245.294,243.967,
t10,10403.058,10363.777,10114.603,10214.297,10357.148,
t11,60682.635,60159.171,60806.352,61610.664,60873.556,
