t8,2.316,2.376,2.389,2.276,2.717,
t9,105.848,102.102,98.957,102.568,103.621,
t10,4349.945,4354.456,4374.930,4509.585,4538.549,
t11,29668.527,28832.132,28475.065,29202.645,28339.291,
