t8,3.615,4.002,2.750,3.977,2.467,
t9,93.011,91.195,88.672,108.276,100.312,
t10,3622.391,3530.141,3625.762,4330.611,3658.378,
t11,24652.232,25198.795,25186.993,24711.108,25192.987,
