t8,3.003,3.372,3.169,3.205,3.286,
t9,158.498,152.721,154.848,150.275,150.449,
t10,6640.720,6818.520,6914.151,6903.568,6703.453,
t11,40958.810,39208.121,38852.903,39318.864,38733.063,
