t10,3335.111,2031.965,1199.159,753.198,482.133,345.340,256.578,243.399,
t11,16582.160,7937.705,4887.533,2244.976,1942.877,1687.669,1597.891,817.633,
t12,118904.254,58755.107,29585.263,17523.270,11367.343,9448.904,9662.645,8719.501,
t13,610032.527,313276.837,156639.259,88095.540,56228.603,46164.021,46014.030,46278.143,
t13_all_i1,247641.608,123258.416,63004.693,38283.436,26440.781,22046.868,22802.172,21717.300,
t13_last_i1,401569.569,202860.787,101393.607,58052.311,36877.736,30256.852,30590.780,30267.949,
t13_scale,292488.801,146419.871,73509.078,42230.108,26873.657,22199.514,22204.436,23017.024,
t14,,,,,707453.448,574444.138,575224.162,573950.838,
