
t13,,,154350.607,89351.941,56165.751,45713.772,45864.591,45677.071,
t10,2382.478,2096.083,1194.515,798.057,460.934,344.740,104.299,214.137,
t11,15788.461,9748.703,4879.771,2969.008,1970.922,1700.427,1521.748,1393.536,
t12,121053.035,58707.833,31577.584,17580.062,11258.372,9378.486,9322.264,9208.539,
t13,616321.992,312377.431,155971.115,88978.479,56235.493,45072.972,45684.209,44936.430,
t13_all_i1,247965.321,126791.463,65641.528,36219.788,22814.403,20872.055,20164.863,19921.942,
t13_last_i1,407092.307,205106.514,103176.543,57640.281,36270.603,29422.666,30324.513,29977.320,
t13_scale,291783.520,149187.860,73307.468,43049.431,26256.604,21424.003,22403.117,22829.624,
t14,,,,,709985.607,575012.795,575505.297,575886.805,
