t10,1759.135,757.500,1196.848,812.003,494.471,386.206,118.161,228.431,
t11,10968.473,9961.884,4780.568,2955.766,1839.711,1732.593,1613.446,1619.462,
t12,116627.778,56475.814,32203.622,17759.955,10768.956,9710.542,9927.085,10000.861,
t13,610795.439,318534.907,157051.324,89948.808,56411.074,46384.479,45169.915,46121.770,
t13_all_i1,245476.026,123422.845,66686.097,39334.999,24750.778,20129.809,21959.402,22840.943,
t13_last_i1,399124.029,207749.650,99912.843,57685.706,36986.528,29475.664,30465.436,30320.373,
t13_scale,295386.393,143193.306,75327.952,42328.723,26910.836,22324.114,22463.192,23085.729,
t14,,,,,,,,,
